País de residencia,Total Nacional,Comunidades y Ciudades Autónomas,Total
517 Timor Oriental,TOTAL,Extremadura,..
517 Timor Oriental,TOTAL,Galicia,2
517 Timor Oriental,TOTAL,Madrid,
517 Timor Oriental,TOTAL,Murcia,
517 Timor Oriental,TOTAL,Navarra,
517 Timor Oriental,TOTAL,País Vasco,..
517 Timor Oriental,TOTAL,Rioja,
517 Timor Oriental,TOTAL,Ciudad autónoma de Ceuta,..
517 Timor Oriental,TOTAL,Ciudad autónoma de Melilla,..
509 Vanuatu,TOTAL,,2
509 Vanuatu,TOTAL,Andalucía,..
509 Vanuatu,TOTAL,Aragón,..
509 Vanuatu,TOTAL,Asturias,
509 Vanuatu,TOTAL,Balears,
509 Vanuatu,TOTAL,Canarias,..
509 Vanuatu,TOTAL,Cantabria,..
509 Vanuatu,TOTAL,Castilla y León,..
509 Vanuatu,TOTAL,Castilla-La Mancha,..
509 Vanuatu,TOTAL,Cataluña,..
509 Vanuatu,TOTAL,Comunitat Valenciana,..
509 Vanuatu,TOTAL,Extremadura,..
509 Vanuatu,TOTAL,Galicia,..
509 Vanuatu,TOTAL,Madrid,
509 Vanuatu,TOTAL,Murcia,
509 Vanuatu,TOTAL,Navarra,
509 Vanuatu,TOTAL,País Vasco,..
509 Vanuatu,TOTAL,Rioja,
509 Vanuatu,TOTAL,Ciudad autónoma de Ceuta,..
509 Vanuatu,TOTAL,Ciudad autónoma de Melilla,..
